date,user,stats
2018-12-09 00:00:00+00:00,138.110.159.243,2
2018-12-09 00:00:00+00:00,139.175.54.67,1
2018-12-09 00:00:00+00:00,14.73.158.93,3
2018-12-09 00:00:00+00:00,143.15.180.158,3
2018-12-09 00:00:00+00:00,143.4.126.167,2
2018-12-09 00:00:00+00:00,148.183.254.189,3
2018-12-09 00:00:00+00:00,149.219.5.71,5
2018-12-09 00:00:00+00:00,150.106.99.126,1
2018-12-09 00:00:00+00:00,157.117.186.166,2
2018-12-09 00:00:00+00:00,161.49.51.150,1
2018-12-09 00:00:00+00:00,161.57.17.136,4
2018-12-09 00:00:00+00:00,162.191.182.80,1
2018-12-09 00:00:00+00:00,165.180.179.249,9
2018-12-09 00:00:00+00:00,165.93.186.175,4
2018-12-09 00:00:00+00:00,166.6.187.152,4
2018-12-09 00:00:00+00:00,168.231.169.184,4
2018-12-09 00:00:00+00:00,176.43.108.127,3
2018-12-09 00:00:00+00:00,177.216.66.50,2
2018-12-09 00:00:00+00:00,18.203.10.45,4
2018-12-09 00:00:00+00:00,180.164.23.100,4
2018-12-09 00:00:00+00:00,181.151.166.221,3
2018-12-09 00:00:00+00:00,186.22.176.190,1
2018-12-09 00:00:00+00:00,186.246.249.133,1
2018-12-09 00:00:00+00:00,188.97.47.91,8
2018-12-09 00:00:00+00:00,189.69.228.206,3
2018-12-09 00:00:00+00:00,19.203.162.131,5
2018-12-09 00:00:00+00:00,192.97.177.176,2
2018-12-09 00:00:00+00:00,2.174.7.254,5
2018-12-09 00:00:00+00:00,20.46.7.231,1
2018-12-09 00:00:00+00:00,208.50.44.112,5
2018-12-09 00:00:00+00:00,21.254.79.247,1
2018-12-09 00:00:00+00:00,214.93.249.199,1
2018-12-09 00:00:00+00:00,24.188.251.58,6
2018-12-09 00:00:00+00:00,29.196.200.98,2
2018-12-09 00:00:00+00:00,29.236.229.34,4
2018-12-09 00:00:00+00:00,32.190.125.169,6
2018-12-09 00:00:00+00:00,34.57.225.33,2
2018-12-09 00:00:00+00:00,35.52.153.10,4
2018-12-09 00:00:00+00:00,36.229.68.94,3
2018-12-09 00:00:00+00:00,4.12.28.105,2
2018-12-09 00:00:00+00:00,5.45.153.45,2
2018-12-09 00:00:00+00:00,50.194.173.128,3
2018-12-09 00:00:00+00:00,58.106.233.201,3
2018-12-09 00:00:00+00:00,6.246.96.127,4
2018-12-09 00:00:00+00:00,60.146.155.202,7
2018-12-09 00:00:00+00:00,61.163.93.185,1
2018-12-09 00:00:00+00:00,62.184.185.188,4
2018-12-09 00:00:00+00:00,70.120.214.203,1
2018-12-09 00:00:00+00:00,70.82.116.110,1
2018-12-09 00:00:00+00:00,78.132.1.51,8
2018-12-09 00:00:00+00:00,79.23.78.80,4
2018-12-09 00:00:00+00:00,79.83.20.161,3
2018-12-09 00:00:00+00:00,8.228.196.186,2
2018-12-09 00:00:00+00:00,88.222.165.104,2
2018-12-09 00:00:00+00:00,88.234.20.23,3
2018-12-09 00:00:00+00:00,94.107.235.199,5
2018-12-09 00:00:00+00:00,94.96.110.95,4
2018-12-10 00:00:00+00:00,101.24.234.111,16
2018-12-10 00:00:00+00:00,102.213.200.64,9
2018-12-10 00:00:00+00:00,103.148.45.46,7
2018-12-10 00:00:00+00:00,104.91.166.198,11
2018-12-10 00:00:00+00:00,105.171.98.101,7
2018-12-10 00:00:00+00:00,109.165.212.12,10
2018-12-10 00:00:00+00:00,11.59.168.22,9
2018-12-10 00:00:00+00:00,111.159.164.234,7
2018-12-10 00:00:00+00:00,117.123.137.208,8
2018-12-10 00:00:00+00:00,118.213.105.13,10
2018-12-10 00:00:00+00:00,12.20.18.72,6
2018-12-10 00:00:00+00:00,12.7.42.34,7
2018-12-10 00:00:00+00:00,124.108.101.230,15
2018-12-10 00:00:00+00:00,125.229.102.46,13
2018-12-10 00:00:00+00:00,130.219.79.204,6
2018-12-10 00:00:00+00:00,134.178.183.230,12
2018-12-10 00:00:00+00:00,134.93.76.82,9
2018-12-10 00:00:00+00:00,136.171.246.108,12
2018-12-10 00:00:00+00:00,137.138.115.2,17
2018-12-10 00:00:00+00:00,139.147.135.97,11
2018-12-10 00:00:00+00:00,140.191.101.108,16
2018-12-10 00:00:00+00:00,145.182.201.4,6
2018-12-10 00:00:00+00:00,148.100.113.59,8
2018-12-10 00:00:00+00:00,148.188.7.178,12
2018-12-10 00:00:00+00:00,148.73.16.178,11
2018-12-10 00:00:00+00:00,150.7.125.203,6
2018-12-10 00:00:00+00:00,151.13.13.132,10
2018-12-10 00:00:00+00:00,155.110.183.187,8
2018-12-10 00:00:00+00:00,159.32.209.245,5
2018-12-10 00:00:00+00:00,16.214.189.172,10
2018-12-10 00:00:00+00:00,161.116.69.4,12
2018-12-10 00:00:00+00:00,161.191.16.132,7
2018-12-10 00:00:00+00:00,164.112.239.165,6
2018-12-10 00:00:00+00:00,17.39.92.207,6
2018-12-10 00:00:00+00:00,171.194.244.160,9
2018-12-10 00:00:00+00:00,172.195.113.176,12
2018-12-10 00:00:00+00:00,173.184.131.205,10
2018-12-10 00:00:00+00:00,174.228.110.78,8
2018-12-10 00:00:00+00:00,176.5.183.121,15
2018-12-10 00:00:00+00:00,177.221.127.219,14
2018-12-10 00:00:00+00:00,178.59.145.55,6
2018-12-10 00:00:00+00:00,183.53.208.71,8
2018-12-10 00:00:00+00:00,187.122.86.47,8
2018-12-10 00:00:00+00:00,188.37.214.10,9
2018-12-10 00:00:00+00:00,189.112.168.14,8
2018-12-10 00:00:00+00:00,189.20.195.243,13
2018-12-10 00:00:00+00:00,190.218.42.172,8
2018-12-10 00:00:00+00:00,193.193.204.162,13
2018-12-10 00:00:00+00:00,194.214.182.211,7
2018-12-10 00:00:00+00:00,197.26.231.72,10
2018-12-10 00:00:00+00:00,2.165.53.177,12
2018-12-10 00:00:00+00:00,20.45.222.217,11
2018-12-10 00:00:00+00:00,200.50.78.129,6
2018-12-10 00:00:00+00:00,203.34.151.91,14
2018-12-10 00:00:00+00:00,204.151.27.255,9
2018-12-10 00:00:00+00:00,204.178.88.17,12
2018-12-10 00:00:00+00:00,209.228.104.33,13
2018-12-10 00:00:00+00:00,210.213.22.100,4
2018-12-10 00:00:00+00:00,212.160.122.121,11
2018-12-10 00:00:00+00:00,216.144.202.80,15
2018-12-10 00:00:00+00:00,216.145.23.207,10
2018-12-10 00:00:00+00:00,218.199.194.157,5
2018-12-10 00:00:00+00:00,222.111.80.197,7
2018-12-10 00:00:00+00:00,25.198.156.139,13
2018-12-10 00:00:00+00:00,26.255.54.150,8
2018-12-10 00:00:00+00:00,27.226.183.14,16
2018-12-10 00:00:00+00:00,3.24.164.250,6
2018-12-10 00:00:00+00:00,30.28.136.148,14
2018-12-10 00:00:00+00:00,34.36.229.43,6
2018-12-10 00:00:00+00:00,45.112.47.197,10
2018-12-10 00:00:00+00:00,48.91.127.111,12
2018-12-10 00:00:00+00:00,5.161.63.130,11
2018-12-10 00:00:00+00:00,51.222.4.212,9
2018-12-10 00:00:00+00:00,53.25.136.65,9
2018-12-10 00:00:00+00:00,54.54.16.230,15
2018-12-10 00:00:00+00:00,55.158.143.223,11
2018-12-10 00:00:00+00:00,55.202.58.122,7
2018-12-10 00:00:00+00:00,57.151.210.206,10
2018-12-10 00:00:00+00:00,64.127.236.170,10
2018-12-10 00:00:00+00:00,65.220.38.15,14
2018-12-10 00:00:00+00:00,66.96.88.182,12
2018-12-10 00:00:00+00:00,68.92.162.31,12
2018-12-10 00:00:00+00:00,73.254.106.117,12
2018-12-10 00:00:00+00:00,74.49.107.59,13
2018-12-10 00:00:00+00:00,75.253.171.211,14
2018-12-10 00:00:00+00:00,80.221.227.190,10
2018-12-10 00:00:00+00:00,83.182.101.24,16
2018-12-10 00:00:00+00:00,84.34.14.25,11
2018-12-10 00:00:00+00:00,85.55.77.212,10
2018-12-10 00:00:00+00:00,88.78.109.120,10
2018-12-10 00:00:00+00:00,90.200.28.214,8
2018-12-10 00:00:00+00:00,91.54.128.157,6
2018-12-10 00:00:00+00:00,93.217.134.64,8
2018-12-10 00:00:00+00:00,94.27.236.190,7
2018-12-10 00:00:00+00:00,98.7.186.232,11
2018-12-11 00:00:00+00:00,100.46.209.186,3
2018-12-11 00:00:00+00:00,103.206.193.214,5
2018-12-11 00:00:00+00:00,103.24.204.221,3
2018-12-11 00:00:00+00:00,104.41.224.187,5
2018-12-11 00:00:00+00:00,111.201.161.100,5
2018-12-11 00:00:00+00:00,111.204.251.147,5
2018-12-11 00:00:00+00:00,115.205.45.103,1
2018-12-11 00:00:00+00:00,120.74.98.8,3
2018-12-11 00:00:00+00:00,125.229.139.48,4
2018-12-11 00:00:00+00:00,13.203.124.40,7
2018-12-11 00:00:00+00:00,13.251.223.230,4
2018-12-11 00:00:00+00:00,134.35.202.160,8
2018-12-11 00:00:00+00:00,137.22.254.11,4
2018-12-11 00:00:00+00:00,139.210.154.175,5
2018-12-11 00:00:00+00:00,143.205.69.161,10
2018-12-11 00:00:00+00:00,144.43.18.20,9
2018-12-11 00:00:00+00:00,145.114.196.153,2
2018-12-11 00:00:00+00:00,147.28.77.96,3
2018-12-11 00:00:00+00:00,149.51.231.34,8
2018-12-11 00:00:00+00:00,151.164.26.3,9
2018-12-11 00:00:00+00:00,153.100.49.197,9
2018-12-11 00:00:00+00:00,153.207.54.42,6
2018-12-11 00:00:00+00:00,155.164.240.247,8
2018-12-11 00:00:00+00:00,156.135.228.143,9
2018-12-11 00:00:00+00:00,156.89.101.132,1
2018-12-11 00:00:00+00:00,157.161.48.4,3
2018-12-11 00:00:00+00:00,16.125.208.107,6
2018-12-11 00:00:00+00:00,16.192.130.10,11
2018-12-11 00:00:00+00:00,16.197.114.254,8
2018-12-11 00:00:00+00:00,160.238.53.41,5
2018-12-11 00:00:00+00:00,164.213.98.161,7
2018-12-11 00:00:00+00:00,167.47.80.183,17
2018-12-11 00:00:00+00:00,170.64.67.160,6
2018-12-11 00:00:00+00:00,173.179.45.208,9
2018-12-11 00:00:00+00:00,18.138.139.209,7
2018-12-11 00:00:00+00:00,19.233.36.131,10
2018-12-11 00:00:00+00:00,194.207.156.233,3
2018-12-11 00:00:00+00:00,195.167.118.235,3
2018-12-11 00:00:00+00:00,199.191.191.186,7
2018-12-11 00:00:00+00:00,199.2.144.93,9
2018-12-11 00:00:00+00:00,2.232.192.73,5
2018-12-11 00:00:00+00:00,202.196.76.30,4
2018-12-11 00:00:00+00:00,203.219.221.41,5
2018-12-11 00:00:00+00:00,205.155.203.202,6
2018-12-11 00:00:00+00:00,206.41.112.3,4
2018-12-11 00:00:00+00:00,207.238.232.179,8
2018-12-11 00:00:00+00:00,212.54.220.0,2
2018-12-11 00:00:00+00:00,214.55.169.60,8
2018-12-11 00:00:00+00:00,215.179.126.245,8
2018-12-11 00:00:00+00:00,216.31.249.109,7
2018-12-11 00:00:00+00:00,218.48.117.188,10
2018-12-11 00:00:00+00:00,220.135.208.200,5
2018-12-11 00:00:00+00:00,220.83.115.35,5
2018-12-11 00:00:00+00:00,223.18.46.183,4
2018-12-11 00:00:00+00:00,223.241.87.76,3
2018-12-11 00:00:00+00:00,24.153.125.121,1
2018-12-11 00:00:00+00:00,25.154.55.15,4
2018-12-11 00:00:00+00:00,3.11.19.9,5
2018-12-11 00:00:00+00:00,3.181.129.61,8
2018-12-11 00:00:00+00:00,30.226.18.23,3
2018-12-11 00:00:00+00:00,31.234.240.121,8
2018-12-11 00:00:00+00:00,34.131.150.96,6
2018-12-11 00:00:00+00:00,34.147.197.211,5
2018-12-11 00:00:00+00:00,36.66.9.39,8
2018-12-11 00:00:00+00:00,39.118.38.13,3
2018-12-11 00:00:00+00:00,4.152.89.58,9
2018-12-11 00:00:00+00:00,40.232.81.190,4
2018-12-11 00:00:00+00:00,42.196.240.231,2
2018-12-11 00:00:00+00:00,42.202.109.24,1
2018-12-11 00:00:00+00:00,42.214.181.20,2
2018-12-11 00:00:00+00:00,46.59.207.197,8
2018-12-11 00:00:00+00:00,47.65.211.161,4
2018-12-11 00:00:00+00:00,50.176.108.107,7
2018-12-11 00:00:00+00:00,53.86.159.65,1
2018-12-11 00:00:00+00:00,58.204.190.94,6
2018-12-11 00:00:00+00:00,6.209.80.107,5
2018-12-11 00:00:00+00:00,62.64.22.17,4
2018-12-11 00:00:00+00:00,66.107.48.251,6
2018-12-11 00:00:00+00:00,69.14.14.158,5
2018-12-11 00:00:00+00:00,69.193.15.175,4
2018-12-11 00:00:00+00:00,7.200.25.78,5
2018-12-11 00:00:00+00:00,71.123.52.140,7
2018-12-11 00:00:00+00:00,71.93.219.152,3
2018-12-11 00:00:00+00:00,79.245.135.108,6
2018-12-11 00:00:00+00:00,81.16.69.228,4
2018-12-11 00:00:00+00:00,81.202.9.142,7
2018-12-11 00:00:00+00:00,85.187.167.4,5
2018-12-11 00:00:00+00:00,87.209.235.64,14
2018-12-11 00:00:00+00:00,88.216.94.93,5
2018-12-11 00:00:00+00:00,88.29.152.138,8
2018-12-11 00:00:00+00:00,92.237.79.10,6
2018-12-11 00:00:00+00:00,94.115.14.246,7
2018-12-11 00:00:00+00:00,96.186.4.55,10
2018-12-12 00:00:00+00:00,1.124.81.217,29
2018-12-12 00:00:00+00:00,1.210.244.185,23
2018-12-12 00:00:00+00:00,10.95.20.24,21
2018-12-12 00:00:00+00:00,101.220.27.197,30
2018-12-12 00:00:00+00:00,105.86.221.107,25
2018-12-12 00:00:00+00:00,11.134.91.164,30
2018-12-12 00:00:00+00:00,11.143.104.84,14
2018-12-12 00:00:00+00:00,114.189.193.107,23
2018-12-12 00:00:00+00:00,116.239.83.8,20
2018-12-12 00:00:00+00:00,122.100.199.246,20
2018-12-12 00:00:00+00:00,122.18.227.202,24
2018-12-12 00:00:00+00:00,122.243.153.14,17
2018-12-12 00:00:00+00:00,125.155.31.209,20
2018-12-12 00:00:00+00:00,126.147.1.106,18
2018-12-12 00:00:00+00:00,129.130.23.124,23
2018-12-12 00:00:00+00:00,13.173.150.253,32
2018-12-12 00:00:00+00:00,132.245.108.186,22
2018-12-12 00:00:00+00:00,134.136.0.105,29
2018-12-12 00:00:00+00:00,134.251.17.7,26
2018-12-12 00:00:00+00:00,135.109.140.217,27
2018-12-12 00:00:00+00:00,140.198.47.156,22
2018-12-12 00:00:00+00:00,141.124.229.155,20
2018-12-12 00:00:00+00:00,141.221.122.78,20
2018-12-12 00:00:00+00:00,143.180.186.242,20
2018-12-12 00:00:00+00:00,147.233.206.64,22
2018-12-12 00:00:00+00:00,15.178.221.157,22
2018-12-12 00:00:00+00:00,15.66.216.57,27
2018-12-12 00:00:00+00:00,15.85.144.91,18
2018-12-12 00:00:00+00:00,151.177.62.248,17
2018-12-12 00:00:00+00:00,152.152.177.34,24
2018-12-12 00:00:00+00:00,154.91.201.88,31
2018-12-12 00:00:00+00:00,155.133.33.40,25
2018-12-12 00:00:00+00:00,155.37.241.106,23
2018-12-12 00:00:00+00:00,157.88.144.92,26
2018-12-12 00:00:00+00:00,158.148.115.138,20
2018-12-12 00:00:00+00:00,159.195.209.51,26
2018-12-12 00:00:00+00:00,165.88.138.233,11
2018-12-12 00:00:00+00:00,17.104.17.195,36
2018-12-12 00:00:00+00:00,17.144.246.149,30
2018-12-12 00:00:00+00:00,170.171.192.196,20
2018-12-12 00:00:00+00:00,173.132.1.147,28
2018-12-12 00:00:00+00:00,177.187.209.10,23
2018-12-12 00:00:00+00:00,178.120.80.91,23
2018-12-12 00:00:00+00:00,18.57.163.31,16
2018-12-12 00:00:00+00:00,18.69.13.175,23
2018-12-12 00:00:00+00:00,182.245.28.77,24
2018-12-12 00:00:00+00:00,183.143.45.109,18
2018-12-12 00:00:00+00:00,190.196.1.63,18
2018-12-12 00:00:00+00:00,195.67.207.18,26
2018-12-12 00:00:00+00:00,204.189.141.60,30
2018-12-12 00:00:00+00:00,215.53.181.158,27
2018-12-12 00:00:00+00:00,22.242.203.70,24
2018-12-12 00:00:00+00:00,220.170.81.165,20
2018-12-12 00:00:00+00:00,223.58.4.80,24
2018-12-12 00:00:00+00:00,25.63.241.157,28
2018-12-12 00:00:00+00:00,29.211.106.227,18
2018-12-12 00:00:00+00:00,30.219.100.130,14
2018-12-12 00:00:00+00:00,31.180.12.187,31
2018-12-12 00:00:00+00:00,31.226.226.33,29
2018-12-12 00:00:00+00:00,35.2.136.219,17
